Diagnóstico principal (CIE10MC),Total Nacional,Comunidades y Ciudades Autónomas,Total
1803 Otras causas desconocidas no especificadas de morbilidad y mortalidad R69,TOTAL NACIONAL,"Asturias, principado de",12298
1803 Otras causas desconocidas no especificadas de morbilidad y mortalidad R69,TOTAL NACIONAL,"Balears, illes",50379
1803 Otras causas desconocidas no especificadas de morbilidad y mortalidad R69,TOTAL NACIONAL,Canarias,163830
1803 Otras causas desconocidas no especificadas de morbilidad y mortalidad R69,TOTAL NACIONAL,Cantabria,19122
1803 Otras causas desconocidas no especificadas de morbilidad y mortalidad R69,TOTAL NACIONAL,Castilla y león,78675
1803 Otras causas desconocidas no especificadas de morbilidad y mortalidad R69,TOTAL NACIONAL,Castilla - la mancha,2
1803 Otras causas desconocidas no especificadas de morbilidad y mortalidad R69,TOTAL NACIONAL,Cataluña,129204
1803 Otras causas desconocidas no especificadas de morbilidad y mortalidad R69,TOTAL NACIONAL,Comunitat valenciana,8071
1803 Otras causas desconocidas no especificadas de morbilidad y mortalidad R69,TOTAL NACIONAL,Extremadura,3275
1803 Otras causas desconocidas no especificadas de morbilidad y mortalidad R69,TOTAL NACIONAL,Galicia,1307
1803 Otras causas desconocidas no especificadas de morbilidad y mortalidad R69,TOTAL NACIONAL,"Madrid, comunidad de",137868
1803 Otras causas desconocidas no especificadas de morbilidad y mortalidad R69,TOTAL NACIONAL,"Murcia, región de",38284
1803 Otras causas desconocidas no especificadas de morbilidad y mortalidad R69,TOTAL NACIONAL,"Navarra, comunidad foral de",6689
1803 Otras causas desconocidas no especificadas de morbilidad y mortalidad R69,TOTAL NACIONAL,País vasco,81
1803 Otras causas desconocidas no especificadas de morbilidad y mortalidad R69,TOTAL NACIONAL,"Rioja, la",0
1803 Otras causas desconocidas no especificadas de morbilidad y mortalidad R69,TOTAL NACIONAL,Ceuta,0
1803 Otras causas desconocidas no especificadas de morbilidad y mortalidad R69,TOTAL NACIONAL,Melilla,57
"1804 Otros síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte Resto de (R00-R99)",TOTAL NACIONAL,Andalucía,108034
"1804 Otros síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte Resto de (R00-R99)",TOTAL NACIONAL,Aragón,26329
"1804 Otros síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte Resto de (R00-R99)",TOTAL NACIONAL,"Asturias, principado de",31959
"1804 Otros síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte Resto de (R00-R99)",TOTAL NACIONAL,"Balears, illes",31818
"1804 Otros síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte Resto de (R00-R99)",TOTAL NACIONAL,Canarias,43268
"1804 Otros síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte Resto de (R00-R99)",TOTAL NACIONAL,Cantabria,10785
"1804 Otros síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte Resto de (R00-R99)",TOTAL NACIONAL,Castilla y león,50303
"1804 Otros síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte Resto de (R00-R99)",TOTAL NACIONAL,Castilla - la mancha,39071
"1804 Otros síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte Resto de (R00-R99)",TOTAL NACIONAL,Cataluña,209638
"1804 Otros síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte Resto de (R00-R99)",TOTAL NACIONAL,Comunitat valenciana,83407
"1804 Otros síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte Resto de (R00-R99)",TOTAL NACIONAL,Extremadura,27369
"1804 Otros síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte Resto de (R00-R99)",TOTAL NACIONAL,Galicia,53667
"1804 Otros síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte Resto de (R00-R99)",TOTAL NACIONAL,"Madrid, comunidad de",100271
"1804 Otros síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte Resto de (R00-R99)",TOTAL NACIONAL,"Murcia, región de",40571
"1804 Otros síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte Resto de (R00-R99)",TOTAL NACIONAL,"Navarra, comunidad foral de",10167
"1804 Otros síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte Resto de (R00-R99)",TOTAL NACIONAL,País vasco,47694
"1804 Otros síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte Resto de (R00-R99)",TOTAL NACIONAL,"Rioja, la",7224
"1804 Otros síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte Resto de (R00-R99)",TOTAL NACIONAL,Ceuta,1155
"1804 Otros síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte Resto de (R00-R99)",TOTAL NACIONAL,Melilla,666
"1900 LESIONES TRAUMÁTICAS, ENVENENAMIENTOS Y OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS S00-T88",TOTAL NACIONAL,Andalucía,440821
"1900 LESIONES TRAUMÁTICAS, ENVENENAMIENTOS Y OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS S00-T88",TOTAL NACIONAL,Aragón,101188
"1900 LESIONES TRAUMÁTICAS, ENVENENAMIENTOS Y OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS S00-T88",TOTAL NACIONAL,"Asturias, principado de",102958
"1900 LESIONES TRAUMÁTICAS, ENVENENAMIENTOS Y OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS S00-T88",TOTAL NACIONAL,"Balears, illes",103854
"1900 LESIONES TRAUMÁTICAS, ENVENENAMIENTOS Y OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS S00-T88",TOTAL NACIONAL,Canarias,172018
"1900 LESIONES TRAUMÁTICAS, ENVENENAMIENTOS Y OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS S00-T88",TOTAL NACIONAL,Cantabria,45682
"1900 LESIONES TRAUMÁTICAS, ENVENENAMIENTOS Y OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS S00-T88",TOTAL NACIONAL,Castilla y león,201767
"1900 LESIONES TRAUMÁTICAS, ENVENENAMIENTOS Y OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS S00-T88",TOTAL NACIONAL,Castilla - la mancha,120684
"1900 LESIONES TRAUMÁTICAS, ENVENENAMIENTOS Y OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS S00-T88",TOTAL NACIONAL,Cataluña,1151652
"1900 LESIONES TRAUMÁTICAS, ENVENENAMIENTOS Y OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS S00-T88",TOTAL NACIONAL,Comunitat valenciana,279166
"1900 LESIONES TRAUMÁTICAS, ENVENENAMIENTOS Y OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS S00-T88",TOTAL NACIONAL,Extremadura,65808
"1900 LESIONES TRAUMÁTICAS, ENVENENAMIENTOS Y OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS S00-T88",TOTAL NACIONAL,Galicia,255128
"1900 LESIONES TRAUMÁTICAS, ENVENENAMIENTOS Y OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS S00-T88",TOTAL NACIONAL,"Madrid, comunidad de",433932
"1900 LESIONES TRAUMÁTICAS, ENVENENAMIENTOS Y OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS S00-T88",TOTAL NACIONAL,"Murcia, región de",125245
"1900 LESIONES TRAUMÁTICAS, ENVENENAMIENTOS Y OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS S00-T88",TOTAL NACIONAL,"Navarra, comunidad foral de",38081
"1900 LESIONES TRAUMÁTICAS, ENVENENAMIENTOS Y OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS S00-T88",TOTAL NACIONAL,País vasco,144577
"1900 LESIONES TRAUMÁTICAS, ENVENENAMIENTOS Y OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS S00-T88",TOTAL NACIONAL,"Rioja, la",34662
"1900 LESIONES TRAUMÁTICAS, ENVENENAMIENTOS Y OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS S00-T88",TOTAL NACIONAL,Ceuta,4176
"1900 LESIONES TRAUMÁTICAS, ENVENENAMIENTOS Y OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS S00-T88",TOTAL NACIONAL,Melilla,3038
1901 Traumatismo intracraneal S06,TOTAL NACIONAL,Andalucía,34152
1901 Traumatismo intracraneal S06,TOTAL NACIONAL,Aragón,8202
1901 Traumatismo intracraneal S06,TOTAL NACIONAL,"Asturias, principado de",8316
1901 Traumatismo intracraneal S06,TOTAL NACIONAL,"Balears, illes",8029
1901 Traumatismo intracraneal S06,TOTAL NACIONAL,Canarias,17614
1901 Traumatismo intracraneal S06,TOTAL NACIONAL,Cantabria,3021
1901 Traumatismo intracraneal S06,TOTAL NACIONAL,Castilla y león,17429
1901 Traumatismo intracraneal S06,TOTAL NACIONAL,Castilla - la mancha,10300
1901 Traumatismo intracraneal S06,TOTAL NACIONAL,Cataluña,87850
1901 Traumatismo intracraneal S06,TOTAL NACIONAL,Comunitat valenciana,26886
1901 Traumatismo intracraneal S06,TOTAL NACIONAL,Extremadura,4371
1901 Traumatismo intracraneal S06,TOTAL NACIONAL,Galicia,18701
1901 Traumatismo intracraneal S06,TOTAL NACIONAL,"Madrid, comunidad de",37755
1901 Traumatismo intracraneal S06,TOTAL NACIONAL,"Murcia, región de",13968
1901 Traumatismo intracraneal S06,TOTAL NACIONAL,"Navarra, comunidad foral de",3067
1901 Traumatismo intracraneal S06,TOTAL NACIONAL,País vasco,12549
1901 Traumatismo intracraneal S06,TOTAL NACIONAL,"Rioja, la",2493
1901 Traumatismo intracraneal S06,TOTAL NACIONAL,Ceuta,127
1901 Traumatismo intracraneal S06,TOTAL NACIONAL,Melilla,74
"1902 Otros traumatismos de la cabeza S00-S05, S07-S09",TOTAL NACIONAL,Andalucía,15182
"1902 Otros traumatismos de la cabeza S00-S05, S07-S09",TOTAL NACIONAL,Aragón,2807
"1902 Otros traumatismos de la cabeza S00-S05, S07-S09",TOTAL NACIONAL,"Asturias, principado de",2447
"1902 Otros traumatismos de la cabeza S00-S05, S07-S09",TOTAL NACIONAL,"Balears, illes",2400
"1902 Otros traumatismos de la cabeza S00-S05, S07-S09",TOTAL NACIONAL,Canarias,4329
"1902 Otros traumatismos de la cabeza S00-S05, S07-S09",TOTAL NACIONAL,Cantabria,633
"1902 Otros traumatismos de la cabeza S00-S05, S07-S09",TOTAL NACIONAL,Castilla y león,5765
"1902 Otros traumatismos de la cabeza S00-S05, S07-S09",TOTAL NACIONAL,Castilla - la mancha,2582
"1902 Otros traumatismos de la cabeza S00-S05, S07-S09",TOTAL NACIONAL,Cataluña,15718
"1902 Otros traumatismos de la cabeza S00-S05, S07-S09",TOTAL NACIONAL,Comunitat valenciana,7401
"1902 Otros traumatismos de la cabeza S00-S05, S07-S09",TOTAL NACIONAL,Extremadura,1649
"1902 Otros traumatismos de la cabeza S00-S05, S07-S09",TOTAL NACIONAL,Galicia,5116
"1902 Otros traumatismos de la cabeza S00-S05, S07-S09",TOTAL NACIONAL,"Madrid, comunidad de",10217
"1902 Otros traumatismos de la cabeza S00-S05, S07-S09",TOTAL NACIONAL,"Murcia, región de",3766
"1902 Otros traumatismos de la cabeza S00-S05, S07-S09",TOTAL NACIONAL,"Navarra, comunidad foral de",1125
"1902 Otros traumatismos de la cabeza S00-S05, S07-S09",TOTAL NACIONAL,País vasco,4074
"1902 Otros traumatismos de la cabeza S00-S05, S07-S09",TOTAL NACIONAL,"Rioja, la",769
"1902 Otros traumatismos de la cabeza S00-S05, S07-S09",TOTAL NACIONAL,Ceuta,137
"1902 Otros traumatismos de la cabeza S00-S05, S07-S09",TOTAL NACIONAL,Melilla,124
1903 Fractura de radio y cúbito S52,TOTAL NACIONAL,Andalucía,12606
1903 Fractura de radio y cúbito S52,TOTAL NACIONAL,Aragón,2157
1903 Fractura de radio y cúbito S52,TOTAL NACIONAL,"Asturias, principado de",2134
1903 Fractura de radio y cúbito S52,TOTAL NACIONAL,"Balears, illes",3129
1903 Fractura de radio y cúbito S52,TOTAL NACIONAL,Canarias,3733
1903 Fractura de radio y cúbito S52,TOTAL NACIONAL,Cantabria,1404
1903 Fractura de radio y cúbito S52,TOTAL NACIONAL,Castilla y león,4279
1903 Fractura de radio y cúbito S52,TOTAL NACIONAL,Castilla - la mancha,3053
1903 Fractura de radio y cúbito S52,TOTAL NACIONAL,Cataluña,19121
1903 Fractura de radio y cúbito S52,TOTAL NACIONAL,Comunitat valenciana,8499
1903 Fractura de radio y cúbito S52,TOTAL NACIONAL,Extremadura,1619
1903 Fractura de radio y cúbito S52,TOTAL NACIONAL,Galicia,6036
1903 Fractura de radio y cúbito S52,TOTAL NACIONAL,"Madrid, comunidad de",7199
1903 Fractura de radio y cúbito S52,TOTAL NACIONAL,"Murcia, región de",2649
1903 Fractura de radio y cúbito S52,TOTAL NACIONAL,"Navarra, comunidad foral de",1072
1903 Fractura de radio y cúbito S52,TOTAL NACIONAL,País vasco,3122
1903 Fractura de radio y cúbito S52,TOTAL NACIONAL,"Rioja, la",619
1903 Fractura de radio y cúbito S52,TOTAL NACIONAL,Ceuta,127
1903 Fractura de radio y cúbito S52,TOTAL NACIONAL,Melilla,65
1904 Fractura del fémur S72,TOTAL NACIONAL,Andalucía,92200
1904 Fractura del fémur S72,TOTAL NACIONAL,Aragón,26332
1904 Fractura del fémur S72,TOTAL NACIONAL,"Asturias, principado de",27696
1904 Fractura del fémur S72,TOTAL NACIONAL,"Balears, illes",26019
1904 Fractura del fémur S72,TOTAL NACIONAL,Canarias,48154
1904 Fractura del fémur S72,TOTAL NACIONAL,Cantabria,8995
1904 Fractura del fémur S72,TOTAL NACIONAL,Castilla y león,52440
1904 Fractura del fémur S72,TOTAL NACIONAL,Castilla - la mancha,28715
1904 Fractura del fémur S72,TOTAL NACIONAL,Cataluña,404897
1904 Fractura del fémur S72,TOTAL NACIONAL,Comunitat valenciana,66374
1904 Fractura del fémur S72,TOTAL NACIONAL,Extremadura,16057
1904 Fractura del fémur S72,TOTAL NACIONAL,Galicia,49459
1904 Fractura del fémur S72,TOTAL NACIONAL,"Madrid, comunidad de",105045
1904 Fractura del fémur S72,TOTAL NACIONAL,"Murcia, región de",34831
1904 Fractura del fémur S72,TOTAL NACIONAL,"Navarra, comunidad foral de",7515
1904 Fractura del fémur S72,TOTAL NACIONAL,País vasco,31544
1904 Fractura del fémur S72,TOTAL NACIONAL,"Rioja, la",11601
1904 Fractura del fémur S72,TOTAL NACIONAL,Ceuta,601
1904 Fractura del fémur S72,TOTAL NACIONAL,Melilla,589
"1905 Fractura de la pierna, incluido el tobillo S82",TOTAL NACIONAL,Andalucía,32146
"1905 Fractura de la pierna, incluido el tobillo S82",TOTAL NACIONAL,Aragón,5999
"1905 Fractura de la pierna, incluido el tobillo S82",TOTAL NACIONAL,"Asturias, principado de",8144
"1905 Fractura de la pierna, incluido el tobillo S82",TOTAL NACIONAL,"Balears, illes",7029
"1905 Fractura de la pierna, incluido el tobillo S82",TOTAL NACIONAL,Canarias,11160
"1905 Fractura de la pierna, incluido el tobillo S82",TOTAL NACIONAL,Cantabria,3429
"1905 Fractura de la pierna, incluido el tobillo S82",TOTAL NACIONAL,Castilla y león,11185
"1905 Fractura de la pierna, incluido el tobillo S82",TOTAL NACIONAL,Castilla - la mancha,6625
"1905 Fractura de la pierna, incluido el tobillo S82",TOTAL NACIONAL,Cataluña,93622
"1905 Fractura de la pierna, incluido el tobillo S82",TOTAL NACIONAL,Comunitat valenciana,19759
"1905 Fractura de la pierna, incluido el tobillo S82",TOTAL NACIONAL,Extremadura,3744
"1905 Fractura de la pierna, incluido el tobillo S82",TOTAL NACIONAL,Galicia,21248
"1905 Fractura de la pierna, incluido el tobillo S82",TOTAL NACIONAL,"Madrid, comunidad de",21188
"1905 Fractura de la pierna, incluido el tobillo S82",TOTAL NACIONAL,"Murcia, región de",9446
"1905 Fractura de la pierna, incluido el tobillo S82",TOTAL NACIONAL,"Navarra, comunidad foral de",2148
"1905 Fractura de la pierna, incluido el tobillo S82",TOTAL NACIONAL,País vasco,8595
"1905 Fractura de la pierna, incluido el tobillo S82",TOTAL NACIONAL,"Rioja, la",1502
"1905 Fractura de la pierna, incluido el tobillo S82",TOTAL NACIONAL,Ceuta,376
"1905 Fractura de la pierna, incluido el tobillo S82",TOTAL NACIONAL,Melilla,223
"1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79",TOTAL NACIONAL,Andalucía,92331
"1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79",TOTAL NACIONAL,Aragón,25589
"1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79",TOTAL NACIONAL,"Asturias, principado de",25962
"1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79",TOTAL NACIONAL,"Balears, illes",29521
"1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79",TOTAL NACIONAL,Canarias,34665
"1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79",TOTAL NACIONAL,Cantabria,8993
"1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79",TOTAL NACIONAL,Castilla y león,46462
"1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79",TOTAL NACIONAL,Castilla - la mancha,29318
"1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79",TOTAL NACIONAL,Cataluña,298006
"1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79",TOTAL NACIONAL,Comunitat valenciana,68531
"1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79",TOTAL NACIONAL,Extremadura,15421
"1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79",TOTAL NACIONAL,Galicia,58782
"1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79",TOTAL NACIONAL,"Madrid, comunidad de",85043
"1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79",TOTAL NACIONAL,"Murcia, región de",29882
"1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79",TOTAL NACIONAL,"Navarra, comunidad foral de",11720
"1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79",TOTAL NACIONAL,País vasco,32186
"1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79",TOTAL NACIONAL,"Rioja, la",7832
"1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79",TOTAL NACIONAL,Ceuta,1225
"1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79",TOTAL NACIONAL,Melilla,796
1907 Quemaduras T20-T32,TOTAL NACIONAL,Andalucía,6296
1907 Quemaduras T20-T32,TOTAL NACIONAL,Aragón,1203
1907 Quemaduras T20-T32,TOTAL NACIONAL,"Asturias, principado de",1023
1907 Quemaduras T20-T32,TOTAL NACIONAL,"Balears, illes",1290
1907 Quemaduras T20-T32,TOTAL NACIONAL,Canarias,2041
1907 Quemaduras T20-T32,TOTAL NACIONAL,Cantabria,211
1907 Quemaduras T20-T32,TOTAL NACIONAL,Castilla y león,1790
1907 Quemaduras T20-T32,TOTAL NACIONAL,Castilla - la mancha,1056
1907 Quemaduras T20-T32,TOTAL NACIONAL,Cataluña,8772
1907 Quemaduras T20-T32,TOTAL NACIONAL,Comunitat valenciana,3197
1907 Quemaduras T20-T32,TOTAL NACIONAL,Extremadura,842
1907 Quemaduras T20-T32,TOTAL NACIONAL,Galicia,3484
1907 Quemaduras T20-T32,TOTAL NACIONAL,"Madrid, comunidad de",3253
1907 Quemaduras T20-T32,TOTAL NACIONAL,"Murcia, región de",1358
1907 Quemaduras T20-T32,TOTAL NACIONAL,"Navarra, comunidad foral de",235
1907 Quemaduras T20-T32,TOTAL NACIONAL,País vasco,1212
1907 Quemaduras T20-T32,TOTAL NACIONAL,"Rioja, la",195
1907 Quemaduras T20-T32,TOTAL NACIONAL,Ceuta,4
1907 Quemaduras T20-T32,TOTAL NACIONAL,Melilla,47
"1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65",TOTAL NACIONAL,Andalucía,14946
"1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65",TOTAL NACIONAL,Aragón,2589
"1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65",TOTAL NACIONAL,"Asturias, principado de",2434
"1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65",TOTAL NACIONAL,"Balears, illes",3971
"1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65",TOTAL NACIONAL,Canarias,4426
"1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65",TOTAL NACIONAL,Cantabria,894
"1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65",TOTAL NACIONAL,Castilla y león,5609
"1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65",TOTAL NACIONAL,Castilla - la mancha,3065
"1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65",TOTAL NACIONAL,Cataluña,17046
"1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65",TOTAL NACIONAL,Comunitat valenciana,9120
"1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65",TOTAL NACIONAL,Extremadura,1973
"1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65",TOTAL NACIONAL,Galicia,7531
"1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65",TOTAL NACIONAL,"Madrid, comunidad de",11309
"1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65",TOTAL NACIONAL,"Murcia, región de",3071
"1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65",TOTAL NACIONAL,"Navarra, comunidad foral de",841
"1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65",TOTAL NACIONAL,País vasco,4244
"1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65",TOTAL NACIONAL,"Rioja, la",1923
"1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65",TOTAL NACIONAL,Ceuta,135
"1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65",TOTAL NACIONAL,Melilla,69
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88,TOTAL NACIONAL,Andalucía,135109
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88,TOTAL NACIONAL,Aragón,24686
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88,TOTAL NACIONAL,"Asturias, principado de",23788
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88,TOTAL NACIONAL,"Balears, illes",21237
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88,TOTAL NACIONAL,Canarias,44266
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88,TOTAL NACIONAL,Cantabria,17065
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88,TOTAL NACIONAL,Castilla y león,53829
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88,TOTAL NACIONAL,Castilla - la mancha,33783
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88,TOTAL NACIONAL,Cataluña,195882
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88,TOTAL NACIONAL,Comunitat valenciana,63965
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88,TOTAL NACIONAL,Extremadura,18712
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88,TOTAL NACIONAL,Galicia,81892
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88,TOTAL NACIONAL,"Madrid, comunidad de",141938
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88,TOTAL NACIONAL,"Murcia, región de",23619
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88,TOTAL NACIONAL,"Navarra, comunidad foral de",9505
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88,TOTAL NACIONAL,País vasco,43170
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88,TOTAL NACIONAL,"Rioja, la",7442
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88,TOTAL NACIONAL,Ceuta,1341
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88,TOTAL NACIONAL,Melilla,1004
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88),TOTAL NACIONAL,Andalucía,5854
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88),TOTAL NACIONAL,Aragón,1625
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88),TOTAL NACIONAL,"Asturias, principado de",1016
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88),TOTAL NACIONAL,"Balears, illes",1228
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88),TOTAL NACIONAL,Canarias,1631
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88),TOTAL NACIONAL,Cantabria,1037
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88),TOTAL NACIONAL,Castilla y león,2979
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88),TOTAL NACIONAL,Castilla - la mancha,2187
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88),TOTAL NACIONAL,Cataluña,10738
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88),TOTAL NACIONAL,Comunitat valenciana,5432
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88),TOTAL NACIONAL,Extremadura,1420
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88),TOTAL NACIONAL,Galicia,2879
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88),TOTAL NACIONAL,"Madrid, comunidad de",10984
